"CODIGO","DESCRIPCION","ZONA.FISCAL","PAIS","TIPOVIA","DIRECCION","COLONIA","DELEGACION","ESTADO","NCOLONIA","LOCALIDAD",
"410000","SEVILLA","","","","","","","","","",
"11610","GRAZALEMA","","","","","","","","","",
"08758","CERVELLO","","","","","","","","","",
"28009","MADRID","","","","","","","","","",
"48004","BILBAO","","","","","","","","","",
"37185","SALAMANCA","","","","","","","","","",
"19174","TORREJON DEL REY","","","","","","","","","",
"08913","BADALONA","","","","","","","","","",
"41370","CAZALLA DE LA SIERRA","","","","","","","","","",
"29590","CAMPANILLAS","","","","","","","","","",
"14400","POZOBLANCO","","","","","","","","","",
"01101","MANDOZA VICTORIA GASTE","","","","","","","","","",
"27730","ABADIN","","","","","","","","","",
"11611","CADIZ","","","","","","","","","",
"41011 ","SEVILLA","","","","","","","","","",
"33001","OVIEDO","","","","","","","","","",
"28723","ALCORCON (MADRID)","","","","","","","","","",
"28010","28010 MADRID","","","","","","","","","",
"06000","MADRID","","","","","","","","","",
"41650","EL SAUCEJO(SEVILLA)","","","","","","","","","",
"01009","VITORIA","","","","","","","","","",
"48160","DERIO","","","","","","","","","",
"11510.","PUERTO REAL","","","","","","","","","",
"33900","SAMA LANGREO","","","","","","","","","",
"29002","MALAGA","","","","","","","","","",
"40410","SAN RAFAEL EL ESPINAR","","","","","","","","","",
"46920","MISLATA","","","","","","","","","",
"41309","SAN JOSE DE LA RICONADAB (SEVILLA)","","","","","","","","","",
"30800","LORCA","","","","","","","","","",
"48005","BILBAO","","","","","","","","","",
"08790","GELIDA","","","","","","","","","",
"28041","MADRID","","","","","","","","","",
"18152","DILAR (GRANADA)","","","","","","","","","",
"29560","ARGOL (FRANCIA)","","","","","","","","","",
"15300","BETANZOS","","","","","","","","","",
"21004","HUELVA","","","","","","","","","",
"07550","PALMA DE MALLORCA","","","","","","","","","",
"28940","FUENLABRADA","","","","","","","","","",
"21810","PALOS DE LA FRONTERA","","","","","","","","","",
"28320","PINTO","","","","","","","","","",
"44006","SEVILLA","","","","","","","","","",
"41960","GINES","","","","","","","","","",
"41340","TOCINA ","","","","","","","","","",
"34210","DUE베S (PALENCIA)","","","","","","","","","",
"69240","BOUR DE THIZY","","","","","","","","","",
"12200","ONDA CASTELLON","","","","","","","","","",
"28692","VILLANUEVA DE LA CAㅂDA","","","","","","","","","",
"11580","SAN JOSE DEL VALLE","","","","","","","","","",
"08015","BARCELONA","","","","","","","","","",
"39480","GUARNIZO","","","","","","","","","",
"08201","SABADELL","","","","","","","","","",
"09007","BURGOS","","","","","","","","","",
"41092","SEVILLA","","","","","","","","","",
"41805","BENACAZON","","","","","","","","","",
"11425","JEREZ","","","","","","","","","",
"15703","SANTIAGO  DE COMPOSTELA","","","","","","","","","",
"28630","ARROYO DE LA MIEL","","","","","","","","","",
"11518","PUERTO REAL","","","","","","","","","",
"21500","GIBRALEON","","","","","","","","","",
"40007","SEVILLA","","","","","","","","","",
"46610","GUADASSUAR ","","","","","","","","","",
"13440","CIUDAD REAL","","","","","","","","","",
"11406 ","JEREZ DE LA FRONTERA","","","","","","","","","",
"2338","LUXEMBURGO","","","","","","","","","",
"47013","VALLADOLID","","","","","","","","","",
"75006","PARIS","","","","","","","","","",
"09193","BURGOS","","","","","","","","","",
"37900","SANTA MARTA (SALAMANCA)","","","","","","","","","",
"37187","ALDEATEJADA (SALAMANCA)","","","","","","","","","",
"11519","PUERTO REAL","","","","","","","","","",
"23640","TORREDELCAMPO","","","","","","","","","",
"27298","LUGO","","","","","","","","","",
"11612","BENAOCAZ (CADIZ)","","","","","","","","","",
"18029","GRANADA","","","","","","","","","",
"28011","MADRID","","","","","","","","","",
"06001","BADAJOZ","","","","","","","","","",
"14650","BUJALANCE (CORDOBA)","","","","","","","","","",
"08233","VACARISSES ","","","","","","","","","",
"06900","LLERENA (BADAJOZ)","","","","","","","","","",
"11178","PATERNA DE LA RIVERA","","","","","","","","","",
"29003","MALAGA","","","","","","","","","",
"TQ74JB","KINGSBRIDGE","","","","","","","","","",
"41930","BORMUJOS (SEVILLA)","","","","","","","","","",
"41310","BRENES (SEVILLA)","","","","","","","","","",
"52005","MELILLA","","","","","","","","","",
"47014","VALLADOLID","","","","","","","","","",
"33560","RIBADESELLA (ASTURIAS)","","","","","","","","","",
"69210","L穩BRESLE","","","","","","","","","",
"20013","SAN SEBASTIAN","","","","","","","","","",
"46394","RIBAROJA DEL TURIA","","","","","","","","","",
"18680","SALOBRE베 (GRANADA)","","","","","","","","","",
"8136","GATTIKON","","","","","","","","","",
"11550","CHIPIONA","","","","","","","","","",
"28042","MADRID","","","","","","","","","",
"21005","HUELVA","","","","","","","","","",
"45340","ONTIGOLA","","","","","","","","","",
"23330","JAEN","","","","","","","","","",
"14960","RUTE","","","","","","","","","",
"43480","VILASECA  (TARRAGONA)","","","","","","","","","",
"11488","JEREZ DE LA FRONTERA","","","","","","","","","",
"28600","MADRID","","","","","","","","","",
"08016","BARCELONA","","","","","","","","","",
"41620","MARCHENA SEVILLA","","","","","","","","","",
"41000","SEVILLA","","","","","","","","","",
"15332","ORTIGUEIRA","","","","","","","","","",
"41806","UMBRETE( SEVILLA)","","","","","","","","","",
"36815","REDONDELA","","","","","","","","","",
"39140","SOMO (SANTANDER)","","","","","","","","","",
"37001","SALAMANCA","","","","","","","","","",
"17130","LA ESCALA(GERONA)","","","","","","","","","",
"07458","SEVILLA","","","","","","","","","",
"35110","VECINDARIO ","","","","","","","","","",
"01010","VITORIA","","","","","","","","","",
"30150","LA ALBERCA","","","","","","","","","",
"23485","POZO ALCON","","","","","","","","","",
"31390","OLITE","","","","","","","","","",
"93700","DRANCY","","","","","","","","","",
"08450","LLINARS DEL VALLES","","","","","","","","","",
"15890","PG TAMBRE","","","","","","","","","",
"10001","CACERES","","","","","","","","","",
"11520","ROTA","","","","","","","","","",
"28012","MADRID","","","","","","","","","",
"28818","MADRID","","","","","","","","","",
"24540","LEON","","","","","","","","","",
"10280","IBARLENARDO","","","","","","","","","",
"46023","VALENCIA","","","","","","","","","",
"ALORA","ALORA","","","","","","","","","",
"45310","VILLATOBAS","","","","","","","","","",
"29004","MALAGA","","","","","","","","","",
"11179","CANTARRANAS (VEJER)","","","","","","","","","",
"36940","GALICIA","","","","","","","","","",
"41218","QUILLENA","","","","","","","","","",
"07800","IBIZA","","","","","","","","","",
"19208","OLVERA","","","","","","","","","",
"29190","PUERTO DE LA TORRE (MALAGA)","","","","","","","","","",
"52006","MELILLA","","","","","","","","","",
"20014","LOYOLA (BARRIO CUARTELES) (SAN SEBASTIAN/D)","","","","","","","","","",
"6711","PG  EDE","","","","","","","","","",
"11551","JEREZ DE LA FRONTERA","","","","","","","","","",
"41005 ","SEVILLA ","","","","","","","","","",
"25191","LLEIDA","","","","","","","","","",
"48007","BILBAO","","","","","","","","","",
"LU27LF","INGLATERRA","","","","","","","","","",
"28043","MADRID","","","","","","","","","",
"20200","BEASAIN","","","","","","","","","",
"48100","VIZCAYA","","","","","","","","","",
"21006","HUELVA","","","","","","","","","",
"43202","REUS (TARRAGONA)","","","","","","","","","",
"04700","EL EJIDO","","","","","","","","","",
"28942","MADRID","","","","","","","","","",
"76000","ROUEN","","","","","","","","","",
"18340","FUENTEVAQUEROS","","","","","","","","","",
"35018","LAS PALMAS (GRAN CANARIA)","","","","","","","","","",
"45000","TOLEDO","","","","","","","","","",
"30740","MURCIA","","","","","","","","","",
"30120","MURCIA","","","","","","","","","",
"33685","ASTURIAS","","","","","","","","","",
"08017","BARCELONA","","","","","","","","","",
"08110","MONTCADA","","","","","","","","","",
"29500","MALAGA","","","","","","","","","",
"28880","MECO (MADRID)","","","","","","","","","",
"41001","SEVILLA","","","","","","","","","",
"04638","MOJACAR-ALMERIA","","","","","","","","","",
"50270","BARNEVILLE   CARTERET","","","","","","","","","",
"21130","HUELVA","","","","","","","","","",
"06870","BADAJOZ","","","","","","","","","",
"41807","ESPARTINAS (SEVILLA)","","","","","","","","","",
"28260","GALAPAGAR (MADRID)","","","","","","","","","",
"14000","CORDOBA","","","","","","","","","",
"08389","PALAFOLLS   (BARCELONA)","","","","","","","","","",
"41900","CAMAS (SEVILLA)","","","","","","","","","",
"11241","TOLEDO","","","","","","","","","",
"37002","SALAMANCA","","","","","","","","","",
"111008","CADIZ","","","","","","","","","",
"39792","HERAS","","","","","","","","","",
"37281","SALAMANCA","","","","","","","","","",
"08203","SABADELL","","","","","","","","","",
"21440","LEPE","","","","","","","","","",
"03801","ALCOY","","","","","","","","","",
"1007","CADIZ","","","","","","","","","",
"11210","ALGECIRAS","","","","","","","","","",
"28229","VILLANUEVA DEL PARDILLO","","","","","","","","","",
"46860","ALBAIDA","","","","","","","","","",
"14900","LUCENA","","","","","","","","","",
"37003","SALAMANCA","","","","","","","","","",
"10002","CACERES","","","","","","","","","",
"21410","ISLA CRISTINA(HUELVA)","","","","","","","","","",
"LUCENA","14900 CORDOBA","","","","","","","","","",
"28013","MADRID","","","","","","","","","",
"41560","SEVILLA","","","","","","","","","",
"06003","BADAJOZ","","","","","","","","","",
"29532","MOLLINA (MALAGA)","","","","","","","","","",
"28106","ALCOBENDAS","","","","","","","","","",
"11800","BARBATE","","","","","","","","","",
"46024","VALENCIA","","","","","","","","","",
"39700","CASTRO URDIALES (SANTANDER)","","","","","","","","","",
"11180","ALCALA DE LOS GAZULES","","","","","","","","","",
"02004","ALBACETE","","","","","","","","","",
"19209","VILLANUEVA DE LA TORRE","","","","","","","","","",
"08700","IGUALADA","","","","","","","","","",
"15830","LA CORU베","","","","","","","","","",
"15117","LAXE","","","","","","","","","",
"1008","CADIZ","","","","","","","","","",
"36600","VLLAGARCIA DE AROSA","","","","","","","","","",
"08080","BARCELONA","","","","","","","","","",
"28044","MADRID","","","","","","","","","",
"28850","TORREJON DE ARDOZ","","","","","","","","","",
"21007","HUELVA","","","","","","","","","",
"21100","PUNTA UNBRIA","","","","","","","","","",
"28943","FUENLABRADA (MADRID)","","","","","","","","","",
"28230","LAS ROZAS","","","","","","","","","",
"06220","BADAJOZ","","","","","","","","","",
"05600","EL BARCO DE AVILA (AVILA)","1","","","","","","","","",
"47140","LAGUNA DEL DUERO  (VALLADOLID)","","","","","","","","","",
"18620","ALHENDIN (GRANADA)","","","","","","","","","",
"06499","BARBAO (MERIDA)","","","","","","","","","",
"08018","BARCELONA","","","","","","","","","",
"41002","SEVILLA","","","","","","","","","",
"45280","OLIAS DEL REY","","","","","","","","","",
"08917","BADALONA (BARCELONA)","","","","","","","","","",
"11149","CONIL DE LA FRONTERA","","","","","","","","","",
"41808","VILLANUEVA ARISCAL","","","","","","","","","",
"14001","CORDOBA","","","","","","","","","",
"29780","NERJA","","","","","","","","","",
"21720","ROCIANA DEL CONDADO (HUELVA)","","","","","","","","","",
"07181","TORRENOVA (PALMA DE MALLOR)","","","","","","","","","",
"46520","VALENCIA","","","","","","","","","",
"33934","LADA LANGREO ","","","","","","","","","",
"48008","BILBAO","","","","","","","","","",
"29160","CASABERMEJA","","","","","","","","","",
"29005","MALAGA","","","","","","","","","",
"45001","TOLEDO","","","","","","","","","",
"12110","CASTELLON","","","","","","","","","",
"37004","SALAMANCA","","","","","","","","","",
"28541","SEVILLA","","","","","","","","","",
"10003","CACERES","","","","","","","","","",
"4450","MATOSINHOS","","","","","","","","","",
"11522","NUEVA JARILLA","","","","","","","","","",
"15800","A CORU베","","","","","","","","","",
"28014","MADRID","","","","","","","","","",
"33005","OVIEDO","","","","","","","","","",
"06004","BADAJOZ","","","","","","","","","",
"28820","COSLADA","","","","","","","","","",
"01013","VITORIA","","","","","","","","","",
"49590","FRESNO DE LA RIBERA (ZAMORA)","","","","","","","","","",
"46025","VALENCIA","","","","","","","","","",
"08329","TEIA","","","","","","","","","",
"56100","LORIENT","","","","","","","","","",
"41840","PILAS (SEVILLA)","","","","","","","","","",
"29006","MALAGA","","","","","","","","","",
"48970","BASAURI","","","","","","","","","",
"11181","OLVERA","","","","","","","","","",
"41220","BURGUILLOS","","","","","","","","","",
"28010 ","MADRID","","","","","","","","","",
"25007","25007 LERIDA","","","","","","","","","",
"48009","BILBAO","","","","","","","","","",
"28045","28045-MADRID","","","","","","","","","",
"08174","SANT CUGAT DEL VALLES","","","","","","","","","",
"37500","CIUDAD RODRIGO (SALAMANCA)","","","","","","","","","",
"08980","SANT FELIU DE LLOBREGAT","","","","","","","","","",
"43204","TARRAGONA","","","","","","","","","",
"28944","FUENLABRADA","","","","","","","","","",
"28231","LAS ROZAS (MADRID)","","","","","","","","","",
"29130","ALHAURIN DE LA TORRE (MALAGA)","","","","","","","","","",
"14250","VILLANUEVA DEL DUQUE","","","","","","","","","",
"18001","GRANADA","","","","","","","","","",
"41530","MORON DE LA FRONTERA","","","","","","","","","",
"20140","ANDOAIN (GUIPUZCOA)","","","","","","","","","",
"41003","SEVILLA","","","","","","","","","",
"08918","BADALONA","","","","","","","","","",
"08205","SABADELL","","","","","","","","","",
"11150","VEJER","","","","","","","","","",
"46800","XATIVA VALENCIA","","","","","","","","","",
"41809","OLIVARES","","","","","","","","","",
"14002","JEREZ DE LA FRONTERA","","","","","","","","","",
"25255","MANCHESTER","","","","","","","","","",
"28041 ","MADRID","","","","","","","","","",
"43142","EL ROURELL","","","","","","","","","",
"14003","JEREZ DE LA FRONTERA","","","","","","","","","",
"25","34","","","","","","","","","",
"46181","BENISANO","","","","","","","","","",
"33440","LUANCO","","","","","","","","","",
"04300","FORCALQUIER","","","","","","","","","",
"11430","EL PUERTO DE SANTA MARIA","","","","","","","","","",
"10004","CACERES","","","","","","","","","",
"82110","GERMERING (ALEMANIA)","","","","","","","","","",
"28015","MADRID","","","","","","","","","",
"11.500","11500 EL PUERTO DE SANTA MARIA","","","","","","","","","",
"45840","TOLEDO","","","","","","","","","",
"31580","LODOSA (NAVARRA)","","","","","","","","","",
"06005","BADAJOZ","","","","","","","","","",
"28108","ALCOBENDAS","","","","","","","","","",
"28914","MADRID","","","","","","","","","",
"28201","SABADELL","","","","","","","","","",
"45313","YEPES","","","","","","","","","",
"08950","BARCELONA","","","","","","","","","",
"29007","MALAGA","","","","","","","","","",
"28294","MADRID","","","","","","","","","",
"02006","ALBACETE","","","","","","","","","",
"29100","COIN","","","","","","","","","",
"11368","SAN ROQUE","","","","","","","","","",
"13600","ALCAZA DE SAN JUAN (CIUDAD REAL)","","","","","","","","","",
"06470","GUARE베 (BADAJOZ)","","","","","","","","","",
"41500","ALCALA DE GUADAIRA (SEVILLA)","","","","","","","","","",
"28046","MADRID","","","","","","","","","",
"15212","LOUSAME (LA CORU베)","","","","","","","","","",
"48010","BILBAO","","","","","","","","","",
"25194","LLEIDA","","","","","","","","","",
"11120","REBUJENA","","","","","","","","","",
"43205","REUS","","","","","","","","","",
"28232","MADRID","","","","","","","","","",
"185","GRENOBLE ","","","","","","","","","",
"11213","CADIZ","","","","","","","","","",
"33409","AVILES","","","","","","","","","",
"31270","VILLENEUVE TOLOSANE","","","","","","","","","",
"37160","VILLARINO (SALAMANCA)","","","","","","","","","",
"000000","MICHIGAN-UNITED-STATES-OFAMERICA","","","","","","","","","",
"08020","BARCELONA","","","","","","","","","",
"50180","UTEBO (ZARAGOZA)","","","","","","","","","",
"07400","ALCUDIA","","","","","","","","","",
"41004","SEVILLA","","","","","","","","","",
"08206","SABADELL","","","","","","","","","",
"22807","LOSANGLIS","","","","","","","","","",
"28821","COSLADA","","","","","","","","","",
"14014013","CORDOBA","","","","","","","","","",
"18126","ARENAS DEL REY","","","","","","","","","",
"06160","BARCARROTA","","","","","","","","","",
"08207","SABADELL","","","","","","","","","",
"30310","MURCIA","","","","","","","","","",
"41005","SEVILLA","","","","","","","","","",
"23180","PUERTO DEL REY (JAEN)","","","","","","","","","",
"14004","CORDOBA","","","","","","","","","",
"01170","LEGUTIANO (ALAVA)","","","","","","","","","",
"28450","COLLADO MEDIANO (MADRID)","","","","","","","","","",
"10005","CACERES","","","","","","","","","",
"20700","URRETXU (GIPUZCOA)","","","","","","","","","",
"41470","LEBRIJA","","","","","","","","","",
"48600","SOPELANA","","","","","","","","","",
"28729","MADRID","","","","","","","","","",
"28016","MADRID","","","","","","","","","",
"15895","TEO (LA CORU베","","","","","","","","","",
"33007","OVIEDO","","","","","","","","","",
"33100","PAMPLONA NAVARRA","","","","","","","","","",
"28109","ALCOBENDAS MADRID","","","","","","","","","",
"18220","ALBOLETE(GRANADA)","","","","","","","","","",
"41749","EL CUERVO","","","","","","","","","",
"28915","LEGANES","","","","","","","","","",
"17600","FIGUERES","","","","","","","","","",
"09230","ESTEPAR BURGOS","","","","","","","","","",
"29194","ALFARNATE","","","","","","","","","",
"11369","TARAGUILLA-SAN ROQUE","","","","","","","","","",
"20018","SAN SEBASTIAN","","","","","","","","","",
"30000","NIMES","","","","","","","","","",
"29380","CORTE DE LA FRONTERA","","","","","","","","","",
"1011","CADIZ","","","","","","","","","",
"28760","TRES CANTOS","","","","","","","","","",
"28047","MADRID","","","","","","","","","",
"14500","PUENTE GENIL (CORDOBA)","","","","","","","","","",
"11648","ESPERA","","","","","","","","","",
"21630","BEAS","","","","","","","","","",
"28140","FUENTE EL SAZ DEL JARAMA","","","","","","","","","",
"11028","MADRID","","","","","","","","","",
"21103","LEPE (HUELVA)","","","","","","","","","",
"24234","VILLAMA베N","","","","","","","","","",
"11400","JEREZ DE LA FRONTERA","","","","","","","","","",
"39300","TORRE LA VEGA (CANTABRIA)","","","","","","","","","",
"19336","PARDOS (GUADALAJARA)","","","","","","","","","",
"08734","BARCELONA","","","","","","","","","",
"18003","GRANADA","","","","","","","","","",
"15864","LA CORU베","","","","","","","","","",
"11679","BENAMAHOMA","","","","","","","","","",
"08021","BARCELONA","","","","","","","","","",
"48910","SESTAO ","","","","","","","","","",
"01015","VITORIA","","","","","","","","","",
"41780","CORIPE","","","","","","","","","",
"22002","HESCA","","","","","","","","","",
"07680","PORTO CRISTO","","","","","","","","","",
"11680","ALGODONALES","","","","","","","","","",
"04550","GERGAL","","","","","","","","","",
"40200","CUELLAR (SEGOVIA)","","","","","","","","","",
"08921","GRAMANET","","","","","","","","","",
"08208","BARCELONA","","","","","","","","","",
"18190","CENER DE LA VEGA","","","","","","","","","",
"41006","SEVILLA","","","","","","","","","",
"14005","CORDOBA","","","","","","","","","",
"36914","MARIN (PONTEVEDRA)","","","","","","","","","",
"46183","LA ELIANA ","","","","","","","","","",
"37007","SALAMANCA","","","","","","","","","",
"23460","PEAL DE BECERRO ","","","","","","","","","",
"09200","MIRANDA DEL EBRO","","","","","","","","","",
"06441","BADAJOZ","","","","","","","","","",
"41564","LORA DE ESTEPA ","","","","","","","","","",
"28017","MADRID","","","","","","","","","",
"14470","CORDOBA","","","","","","","","","",
"21600","VALVERDE DEL CAMINO","","","","","","","","","",
"33008","OVIEDO","","","","","","","","","",
"06007","BADAJOZ","","","","","","","","","",
"09004A","BURGOS","","","","","","","","","",
"28110","MADRID","","","","","","","","","",
"06100","OLIVENZA","","","","","","","","","",
"28916","MADRID","","","","","","","","","",
"13230","MEMBRILLA (CIUDAD REAL)","","","","","","","","","",
"48260","ERMUA (VIZCAYA)","","","","","","","","","",
"41130","LA PUEBLA DEL RIO (SEVILLA)","","","","","","","","","",
"29009","MALAGA","","","","","","","","","",
"11370","LOS BARRIOS","","","","","","","","","",
"18500","GUADIX","","","","","","","","","",
"11540 ","SANLUCAR DE BARRAMEDA","","","","","","","","","",
"49159","VILLARALBO","","","","","","","","","",
"28914289","LEGANES","","","","","","","","","",
"46400","CULLERA","","","","","","","","","",
"75013","PARIS","","","","","","","","","",
"28761","TRES CANTOS (MADRID)","","","","","","","","","",
"52290","SAINTE LIVIERE","","","","","","","","","",
"48012","BILBAO","","","","","","","","","",
"11649","COTO DE BORNOS","","","","","","","","","",
"2624","SAINTE FOY","","","","","","","","","",
"15307","LA SOLANA-NARON (LA CORU베)","","","","","","","","","",
"26002","LOGRONO","","","","","","","","","",
"22530","TORREMOLINO-MALAGA","","","","","","","","","",
"29660","MARBELLA","","","","","","","","","",
"07650","SANTANYI (PALMA DE MALLOR)","","","","","","","","","",
"35550","LANZAROTE","","","","","","","","","",
"06410","BADAJOZ","","","","","","","","","",
"1570","LA BARCA DE LA FLORIDA","","","","","","","","","",
"11401","JEREZ DE LA FRONTERA","","","","","","","","","",
"11130 L","CHICLANA DE LA FRONTERA","","","","","","","","","",
"45005","TOLEDO","","","","","","","","","",
"41440","LORA DEL RIO","","","","","","","","","",
"18004","GRANADA","","","","","","","","","",
"08022","BARCELONA","","","","","","","","","",
"4705086","BRAGA","","","","","","","","","",
"50740","FUENTES DE EBRO","","","","","","","","","",
"41719","PANTANO TORRE DEL AGUILA ","","","","","","","","","",
"26033","MADRID","","","","","","","","","",
"08301","MATARO","","","","","","","","","",
"29567","ALOZAINA","","","","","","","","","",
"36201","VIGO","","","","","","","","","",
"18005","GRANADA","","","","","","","","","",
"28700","SAN SEBASTIAN DE LOS REYES","","","","","","","","","",
"28080","MADRID","","","","","","","","","",
"41720","PALACIOS VILLAFRANCO (SEVILLA)","","","","","","","","","",
"41007","SEVILLA","","","","","","","","","",
"111510","PTO, REAL","","","","","","","","","",
"14006","CORDOBA","","","","","","","","","",
"12580","BENICAQLO","","","","","","","","","",
"08302","MATARO BARCELONA","","","","","","","","","",
"41100","LA ALGABA (SEVILLA)","","","","","","","","","",
"76130","MONT ST AIGNAN","","","","","","","","","",
"36202","VIGO","","","","","","","","","",
"47610","ZARATAN (VALLADOLID)","","","","","","","","","",
"11340","S MARTIN DEL TESORILLO","","","","","","","","","",
"37008","SALAMANCA","","","","","","","","","",
"03590","ALTEA","","","","","","","","","",
"10100","CACERES","","","","","","","","","",
"30870","MAZARRON","","","","","","","","","",
"28018","MADRID","","","","","","","","","",
"38000","S.C.TENERIFE","","","","","","","","","",
"23740","ANDUJAR","","","","","","","","","",
"4640","ALMUSSAFE (VALENCIA)","","","","","","","","","",
"08860","CASTELLDEFELS","","","","","","","","","",
"22500","BINEFAR","","","","","","","","","",
"07620","LLUCMAJOR (BALEARES)","","","","","","","","","",
"29010","MALAGA","","","","","","","","","",
"36140","PONTEVEDRA","","","","","","","","","",
"06380","JEREZ DE LOS CABALLEROS","","","","","","","","","",
"41410","CARMONA","","","","","","","","","",
"28669","BOADILLA DEL MONTE","","","","","","","","","",
"28049","MADRID","","","","","","","","","",
"11650","VILLAMARTIN","","","","","","","","","",
"48013","BILBAO","","","","","","","","","",
"47300","VALLADOLID","","","","","","","","","",
"26003","LOGRO벮","","","","","","","","","",
"46680","ALGEMESI","","","","","","","","","",
"15401","A CORU베","","","","","","","","","",
"09170","ST. PAUWELS (BELGICA)","","","","","","","","","",
"11402","JEREZ DE LA FRONTERA","","","","","","","","","",
"06194","VALDEBOTOA (BADAJOZ)","","","","","","","","","",
"13200","MANZANARES( CIUDAD REAL)","","","","","","","","","",
"63110","RODGAU","","","","","","","","","",
"08023","BARCELONA","","","","","","","","","",
"30002","MURCIA","","","","","","","","","",
"15153","SARDINERO FISTERRA","","","","","","","","","",
"08922","COLOMA GRAMENET","","","","","","","","","",
"29630","BENALMADENA","","","","","","","","","",
"14440","VILLANUEVA DE CORDOBA","","","","","","","","","",
"46433","SEVILLA","","","","","","","","","",
"18006","18006 GRANADA","","","","","","","","","",
"23710","BAILEN (JAEN)","","","","","","","","","",
"15960","RIBEIRA (LA CORU베)","","","","","","","","","",
"08830","SANT BOI DE LLOBREGAT","","","","","","","","","",
"29600","MARBELLA","","","","","","","","","",
"41008","SEVILLA","","","","","","","","","",
"08210","BARBERA DEL VALLES","","","","","","","","","",
"14007","CORDOBA","","","","","","","","","",
"08303","MATARO","","","","","","","","","",
"31119","TORRES DE ELORZ (NAVARRA)","","","","","","","","","",
"28980","PARLA","","","","","","","","","",
"2130","BENAVENTE PORTUGAL","","","","","","","","","",
"41907","VALENCINA CONCEPCION (SEVILLA)","","","","","","","","","",
"04118","SAN JOSE (ALMERIA)","","","","","","","","","",
"28360","CIEMPOZUELOS (MADRID)","","","","","","","","","",
"14100","LA CARLOTA (CORDOBA)","","","","","","","","","",
"36203","VIGO","","","","","","","","","",
"15619","MI벮 (A CORU베)","","","","","","","","","",
"48510","VIZCAYA","","","","","","","","","",
"33010","OVIEDO","","","","","","","","","",
"28019","MADRID","","","","","","","","","",
"38001","SANTA CRUZ DE TENERIFE","","","","","","","","","",
"11620","JEDULA / ARCOS DE LA FRONTERA","","","","","","","","","",
"11000","CADIZ","","","","","","","","","",
"45224","SESE베(TOLEDO)","","","","","","","","","",
"29631","ARROY DE LA MIEL ","","","","","","","","","",
"36141","VILABOA (PONTEVEDRA)","","","","","","","","","",
"34002","PALENCIA","","","","","","","","","",
"29011","MALAGA","","","","","","","","","",
"30530","CIEZA","","","","","","","","","",
"23400","UBEDA","","","","","","","","","",
"09140","BURGOS","","","","","","","","","",
"08520","LES FRANQUESES DEL VALLES","","","","","","","","","",
"64320","BIZANOS","","","","","","","","","",
"28050","MADRID","","","","","","","","","",
"13170","MIGUELTURRA (CIUDAD REAL)","","","","","","","","","",
"05420","SOTILLO DE LA ADRADA(AVILA)","","","","","","","","","",
"33940","ENTREGO","","","","","","","","","",
"07559","CALA BONA SON SERVERA","","","","","","","","","",
"76100","FRANCIA","","","","","","","","","",
"06226","INOJOSA DEL VALLE   BADAJOZ","","","","","","","","","",
"11310","SOTOGRANDE","","","","","","","","","",
"22005","HUESCA","","","","","","","","","",
"11403","JEREZ DE LA FRONTERA","","","","","","","","","",
"09760","QUINTANAR DE SIERRA","","","","","","","","","",
"08024","BARCELONA","","","","","","","","","",
"06009","BADAJOZ","","","","","","","","","",
"29910","TREGUNC","","","","","","","","","",
"15898","SANTIAGO","","","","","","","","","",
"08799","OLERDOLA (VILAFRANCA DEL PENEDES)","","","","","","","","","",
"30840","ALHAMA DE MURCIA","","","","","","","","","",
"26500","CALAHORRA","","","","","","","","","",
"15402","FERROL","","","","","","","","","",
